ACC,Added column,F1 macro,F1 micro,F1 weighted,Feature Selection,Features,Features with FS,Hyperparameter estimation,Model,Model Params,Outliers,Outliers records,Recall macro,Recall micro,Recall weighted,Records
0.62,no,0.6138940796365939,0.62,0.6256890049264706,cor,21.0,21.0,nothing,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.6216262963001578,0.62,0.62,1999.0
0.765,no,0.7609002721603844,0.765,0.769074690699063,cor,21.0,21.0,randomized search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=72, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7593835485282854,0.765,0.765,1999.0
0.7575,no,0.7549426761734677,0.7575,0.7596587725026219,cor,21.0,21.0,grid search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=46, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7553783290282355,0.7575,0.7575,1999.0
0.94,no,0.9399175502712926,0.94,0.9399826619140357,cor,21.0,21.0,nothing,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform')",z_score,1600.0,0.9402767746983238,0.94,0.94,1999.0
0.9425,no,0.9420556382007433,0.9425,0.9425486231799026,cor,21.0,21.0,randomized search,Nearest Neighbors,"KNeighborsClassifier(algorithm='brute', leaf_size=7, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=11, p=2,
                     weights='uniform')",z_score,1600.0,0.9421902362430121,0.9425,0.9425,1999.0
0.94,no,0.9396600654662387,0.94,0.9399906948879798,cor,21.0,21.0,grid search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=7, p=2,
                     weights='uniform')",z_score,1600.0,0.9399394734308818,0.94,0.94,1999.0
0.8425,no,0.8390567189913432,0.8425,0.8457177700348432,cor,21.0,21.0,nothing,Logistic Regression,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=110,
                   multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.8371314829580841,0.8425,0.8425,1999.0
0.59,no,0.587032937386433,0.59,0.592402897791743,cor,21.0,21.0,randomized search,Logistic Regression,"LogisticRegression(C=2329.951810515372, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.5871454708082614,0.59,0.59,1999.0
0.5975,no,0.5952610158746863,0.5975,0.5990636614260532,cor,21.0,21.0,grid search,Logistic Regression,"LogisticRegression(C=5.1794746792312125e-05, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None,
                   penalty='elasticnet', random_state=None, solver='saga',
                   tol=0.0001, verbose=0, warm_start=False)",z_score,1600.0,0.5960353309521133,0.5975,0.5975,1999.0
0.6275,no,0.535317648860784,0.6275,0.7153969805853467,cor,21.0,21.0,nothing,Neural Net,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.4726280834914611,0.6275,0.6275,1999.0
0.6975,no,0.6946208330018833,0.6975,0.6988800587850961,cor,21.0,21.0,randomized search,Neural Net,"MLPClassifier(activation='relu', alpha=0.001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=2500, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=0, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.7117136162250394,0.6975,0.6975,1999.0
0.7,no,0.6969409516665095,0.7,0.701597761190157,cor,21.0,21.0,grid search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=0, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.71421046357631,0.7,0.7,1999.0
0.51,no,0.5040094919076139,0.51,0.5170975259951521,cor,21.0,21.0,nothing,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=5, max_features=1, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=10,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.5011218853610158,0.51,0.51,1999.0
0.8925,no,0.8933716702584626,0.8925,0.8916546854612892,cor,21.0,21.0,randomized search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=45, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=59,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8954525047285619,0.8925,0.8925,1999.0
0.8625,no,0.8621504731901026,0.8625,0.8624716524111788,cor,21.0,21.0,grid search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=32, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=56,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8623445777951144,0.8625,0.8625,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,cor,21.0,21.0,nothing,SVM Sigmoid,"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,cor,21.0,21.0,randomized search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,cor,21.0,21.0,grid search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.98,no,0.9800912407403279,0.98,0.9800475150272311,cor,21.0,21.0,nothing,SVM RBF,"SVC(C=0.025, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.980019235416939,0.98,0.98,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,cor,21.0,21.0,randomized search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=5, gamma=108.2636733874054,
    kernel='rbf', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.7925,no,0.7991380590898847,0.7925,0.786253054121335,cor,21.0,21.0,grid search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.8479063081346186,0.7925,0.7925,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,cor,21.0,21.0,nothing,QDA,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.92,no,0.9196484905843525,0.92,0.9203113776451175,cor,21.0,21.0,nothing,Naive Bayes,"QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001)",z_score,1600.0,0.9197060022813728,0.92,0.92,1999.0
0.79,no,0.7902323587420697,0.79,0.7890844921055304,cor,21.0,21.0,nothing,Linear Discriminant Analysis,"GaussianNB(priors=None, var_smoothing=1e-09)",z_score,1600.0,0.7912117644260501,0.79,0.79,1999.0
0.955,no,0.9553574521920869,0.955,0.9545503182121989,cor,21.0,21.0,nothing,Gaussian Process,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001)",z_score,1600.0,0.9570707070707071,0.955,0.955,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,cor,21.0,21.0,nothing,SVM Linear,"GaussianProcessClassifier(copy_X_train=True, kernel=1**2 * RBF(length_scale=1),
                          max_iter_predict=100, multi_class='one_vs_rest',
                          n_jobs=None, n_restarts_optimizer=0,
                          optimizer='fmin_l_bfgs_b', random_state=None,
                          warm_start=False)",z_score,1600.0,0.061875,0.2475,0.2475,1999.0
0.7325,no,0.7333574785912047,0.7325,0.7322581098799469,vif,21.0,21.0,nothing,AdaBoost,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None)",z_score,1600.0,0.7818203837464338,0.7325,0.7325,1999.0
0.7575,no,0.7522205208914032,0.7575,0.7615648040074852,vif,21.0,21.0,randomized search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.05,
                   n_estimators=165, random_state=None)",z_score,1600.0,0.7526204080688443,0.7575,0.7575,1999.0
0.7575,no,0.7522205208914032,0.7575,0.7615648040074852,vif,21.0,21.0,grid search,AdaBoost,"AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=0.1,
                   n_estimators=64, random_state=None)",z_score,1600.0,0.7526204080688443,0.7575,0.7575,1999.0
0.8075,no,0.809196100260945,0.8075,0.805231968535406,vif,21.0,21.0,nothing,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=5,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.8145281826509433,0.8075,0.8075,1999.0
0.5325,no,0.5374807146683886,0.5325,0.5283227489339641,vif,21.0,21.0,randomized search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=90,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.5452358089942514,0.5325,0.5325,1999.0
0.59,no,0.5845788087282101,0.59,0.59444848589924,vif,21.0,21.0,grid search,Decision Tree,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=12,
                       max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=35,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=None, splitter='best')",z_score,1600.0,0.5853886121113467,0.59,0.59,1999.0
0.62,no,0.620616512662469,0.62,0.6202007084828004,vif,21.0,21.0,nothing,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.6234821932745293,0.62,0.62,1999.0
0.775,no,0.7697033802223083,0.775,0.7808938381132229,vif,21.0,21.0,randomized search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=74, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7687720300630616,0.775,0.775,1999.0
0.725,no,0.7177409648044749,0.7250000000000001,0.7319938821706407,vif,21.0,21.0,grid search,Extra Trees,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
                     max_depth=None, max_features=2, max_leaf_nodes=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=46, n_jobs=None,
                     oob_score=False, random_state=None, verbose=0,
                     warm_start=False)",z_score,1600.0,0.7176261918908978,0.725,0.725,1999.0
0.94,no,0.9399175502712926,0.94,0.9399826619140357,vif,21.0,21.0,nothing,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform')",z_score,1600.0,0.9402767746983238,0.94,0.94,1999.0
0.94,no,0.9396600654662387,0.94,0.9399906948879798,vif,21.0,21.0,randomized search,Nearest Neighbors,"KNeighborsClassifier(algorithm='brute', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=7, p=2,
                     weights='uniform')",z_score,1600.0,0.9399394734308818,0.94,0.94,1999.0
0.94,no,0.9396600654662387,0.94,0.9399906948879798,vif,21.0,21.0,grid search,Nearest Neighbors,"KNeighborsClassifier(algorithm='auto', leaf_size=1, metric='minkowski',
                     metric_params=None, n_jobs=-1, n_neighbors=7, p=2,
                     weights='uniform')",z_score,1600.0,0.9399394734308818,0.94,0.94,1999.0
0.8425,no,0.8390567189913432,0.8425,0.8457177700348432,vif,21.0,21.0,nothing,Logistic Regression,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=110,
                   multi_class='auto', n_jobs=None, penalty='l1',
                   random_state=None, solver='liblinear', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.8371314829580841,0.8425,0.8425,1999.0
0.59,no,0.587032937386433,0.59,0.592402897791743,vif,21.0,21.0,randomized search,Logistic Regression,"LogisticRegression(C=355.64803062231283, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=1,
                   max_iter=110, multi_class='auto', n_jobs=None,
                   penalty='elasticnet', random_state=None, solver='saga',
                   tol=0.0001, verbose=0, warm_start=False)",z_score,1600.0,0.5871454708082614,0.59,0.59,1999.0
0.5975,no,0.5952610158746863,0.5975,0.5990636614260532,vif,21.0,21.0,grid search,Logistic Regression,"LogisticRegression(C=5.1794746792312125e-05, class_weight=None, dual=False,
                   fit_intercept=True, intercept_scaling=1, l1_ratio=0,
                   max_iter=110, multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='saga', tol=0.0001, verbose=0,
                   warm_start=False)",z_score,1600.0,0.5960353309521133,0.5975,0.5975,1999.0
0.6625,no,0.6559091298768251,0.6625,0.6676837072250278,vif,21.0,21.0,nothing,Neural Net,"MLPClassifier(activation='relu', alpha=1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=None, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.6849403188033542,0.6625,0.6625,1999.0
0.655,no,0.6536761091309617,0.655,0.6562067686598156,vif,21.0,21.0,randomized search,Neural Net,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=10, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1800, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=0, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.7106893484657948,0.655,0.655,1999.0
0.7,no,0.6969409516665095,0.7,0.701597761190157,vif,21.0,21.0,grid search,Neural Net,"MLPClassifier(activation='relu', alpha=0.1, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=12, learning_rate='constant',
              learning_rate_init=0.001, max_iter=1000, momentum=0.9,
              n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
              random_state=0, shuffle=True, solver='adam', tol=0.0001,
              validation_fraction=0.1, verbose=False, warm_start=False)",z_score,1600.0,0.71421046357631,0.7,0.7,1999.0
0.5175,no,0.5131837048352474,0.5175,0.5234056950390888,vif,21.0,21.0,nothing,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=5, max_features=1, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=10,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.5114620554471652,0.5175,0.5175,1999.0
0.895,no,0.8956770539413376,0.895,0.8942346668410113,vif,21.0,21.0,randomized search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=69, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=50,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8980522379258662,0.895,0.895,1999.0
0.85,no,0.8503269092355463,0.85,0.8493439832321829,vif,21.0,21.0,grid search,Random Forest,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=56, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=50,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False)",z_score,1600.0,0.8520610367892978,0.85,0.85,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,vif,21.0,21.0,nothing,SVM Sigmoid,"SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,vif,21.0,21.0,randomized search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,vif,21.0,21.0,grid search,SVM Sigmoid,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=2, kernel='sigmoid',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.98,no,0.9800912407403279,0.98,0.9800475150272311,vif,21.0,21.0,nothing,SVM RBF,"SVC(C=0.025, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='auto_deprecated',
    kernel='linear', max_iter=-1, probability=False, random_state=None,
    shrinking=True, tol=0.001, verbose=False)",z_score,1600.0,0.980019235416939,0.98,0.98,1999.0
0.7925,no,0.7991380590898847,0.7925,0.786253054121335,vif,21.0,21.0,randomized search,SVM RBF,"SVC(C=1000, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=4, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.8479063081346186,0.7925,0.7925,1999.0
0.7925,no,0.7991380590898847,0.7925,0.786253054121335,vif,21.0,21.0,grid search,SVM RBF,"SVC(C=10, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=1, gamma=0.0001, kernel='rbf',
    max_iter=-1, probability=False, random_state=None, shrinking=True,
    tol=0.001, verbose=False)",z_score,1600.0,0.8479063081346186,0.7925,0.7925,1999.0
0.2425,no,0.09758551307847083,0.2425,0.39034205231388325,vif,21.0,21.0,nothing,QDA,"SVC(C=1, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma=2, kernel='rbf', max_iter=-1,
    probability=False, random_state=None, shrinking=True, tol=0.001,
    verbose=False)",z_score,1600.0,0.060625,0.2425,0.2425,1999.0
0.92,no,0.9196484905843525,0.92,0.9203113776451175,vif,21.0,21.0,nothing,Naive Bayes,"QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001)",z_score,1600.0,0.9197060022813728,0.92,0.92,1999.0
0.79,no,0.7902323587420697,0.79,0.7890844921055304,vif,21.0,21.0,nothing,Linear Discriminant Analysis,"GaussianNB(priors=None, var_smoothing=1e-09)",z_score,1600.0,0.7912117644260501,0.79,0.79,1999.0
0.955,no,0.9553574521920869,0.955,0.9545503182121989,vif,21.0,21.0,nothing,Gaussian Process,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001)",z_score,1600.0,0.9570707070707071,0.955,0.955,1999.0
0.2475,no,0.09919839679358716,0.2475,0.39679358717434865,vif,21.0,21.0,nothing,SVM Linear,"GaussianProcessClassifier(copy_X_train=True, kernel=1**2 * RBF(length_scale=1),
                          max_iter_predict=100, multi_class='one_vs_rest',
                          n_jobs=None, n_restarts_optimizer=0,
                          optimizer='fmin_l_bfgs_b', random_state=None,
                          warm_start=False)",z_score,1600.0,0.061875,0.2475,0.2475,1999.0
